,appTitle,userName,date,score,Category,date_ex,processed_text,wordcount,stopword,lemmatizer,stemmer,bigrams,bow,tag,future,present_simple,present_con,past
131,Fantastic Face – Daily face & Beauty Competition,A Google User,"February 23, 2019",1,LIFESTYLE,2019-04-07,charge me for every thing,5.0,"['charge', 'every', 'thing']","['charge', 'me', 'for', 'every', 'thing']",charg me for everi thing,"[('charge', 'me'), ('me', 'for'), ('for', 'every'), ('every', 'thing')]",charge me for every thing,"['NN', 'PRP', 'IN', 'DT', 'NN']",0,0,0,0
132,slither.io,Sad Otaibi,"March 20, 2019",4,GAME_ACTION,2019-04-01,Nice game but there is not sound and music,9.0,"['nice', 'game', 'sound', 'music']","['nice', 'game', 'but', 'there', 'is', 'not', 'sound', 'and', 'music']",nice game but there is not sound and music,"[('nice', 'game'), ('game', 'but'), ('but', 'there'), ('there', 'is'), ('is', 'not'), ('not', 'sound'), ('sound', 'and'), ('and', 'music')]",Nice game but there is not sound and music,"['JJ', 'NN', 'CC', 'EX', 'VBZ', 'RB', 'JJ', 'CC', 'NN']",0,1,0,0
133,Minion Rush: Despicable Me Official Game,stela zabileva,"March 22, 2019",5,FAMILY,2019-03-24,good game try this  game out,6.0,"['good', 'game', 'try', 'game']","['good', 'game', 'try', 'this', 'game', 'out']",good game tri thi game out,"[('good', 'game'), ('game', 'try'), ('try', 'this'), ('this', 'game'), ('game', 'out')]",good game try this  game out,"['JJ', 'NN', 'VB', 'DT', 'NN', 'RP']",0,0,0,0
134,Google Play Games,mohammed shehnaz Faiz,"April 17, 2019",5,ENTERTAINMENT,2019-04-21,very nice trial,3.0,"['nice', 'trial']","['very', 'nice', 'trial']",veri nice trial,"[('very', 'nice'), ('nice', 'trial')]",very nice trial,"['RB', 'JJ', 'NN']",0,0,0,0
135,Photomath,,"February 25, 2019",5,EDUCATION,2019-03-08,got me 100 ,3.0,"['got', '100']","['got', 'me', '100']",got me 100,"[('got', 'me'), ('me', '100')]",got me 100 ,"['VBD', 'PRP', 'CD']",0,0,0,1
136,"Hulu: Stream TV, Movies & more",,"February 24, 2019",4,ENTERTAINMENT,2019-03-24,It  s a good streaming service  but the biggest issue is easily the  The ad length is way too long  Going up to 90  Just  no  The ad length should be at the most  30  not 90  But everything else is fine,42.0,"['good', 'streaming', 'service', 'biggest', 'issue', 'easily', 'ad', 'length', 'way', 'long', 'going', '90', 'ad', 'length', '30', '90', 'everything', 'else', 'fine']","['it', 's', 'a', 'good', 'streaming', 'service', 'but', 'the', 'biggest', 'issue', 'is', 'easily', 'the', 'the', 'ad', 'length', 'is', 'way', 'too', 'long', 'going', 'up', 'to', '90', 'just', 'no', 'the', 'ad', 'length', 'should', 'be', 'at', 'the', 'most', '30', 'not', '90', 'but', 'everything', 'else', 'is', 'fine']",it s a good stream servic but the biggest issu is easili the the ad length is way too long go up to 90 just no the ad length should be at the most 30 not 90 but everyth els is fine,"[('it', 's'), ('s', 'a'), ('a', 'good'), ('good', 'streaming'), ('streaming', 'service'), ('service', 'but'), ('but', 'the'), ('the', 'biggest'), ('biggest', 'issue'), ('issue', 'is'), ('is', 'easily'), ('easily', 'the'), ('the', 'the'), ('the', 'ad'), ('ad', 'length'), ('length', 'is'), ('is', 'way'), ('way', 'too'), ('too', 'long'), ('long', 'going'), ('going', 'up'), ('up', 'to'), ('to', '90'), ('90', 'just'), ('just', 'no'), ('no', 'the'), ('the', 'ad'), ('ad', 'length'), ('length', 'should'), ('should', 'be'), ('be', 'at'), ('at', 'the'), ('the', 'most'), ('most', '30'), ('30', 'not'), ('not', '90'), ('90', 'but'), ('but', 'everything'), ('everything', 'else'), ('else', 'is'), ('is', 'fine')]",It  s a good streaming service  but the biggest issue is easily the  The ad length is way too long  Going up to 90  Just  no  The ad length should be at the most  30  not 90  But everything else is fine,"['PRP', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'CC', 'DT', 'JJS', 'NN', 'VBZ', 'RB', 'DT', 'DT', 'NN', 'NN', 'VBZ', 'NN', 'RB', 'RB', 'VBG', 'RB', 'TO', 'CD', 'NNP', 'RB', 'DT', 'NN', 'NN', 'MD', 'VB', 'IN', 'DT', 'RBS', 'CD', 'RB', 'CD', 'CC', 'NN', 'RB', 'VBZ', 'JJ']",1,5,0,0
137,Fitbit,L Nel,"April 9, 2019",5,HEALTH_AND_FITNESS,2019-04-14,Can  t since last update  and now it won  t let me log in  password reset option  t available  I  d give the more if I could use it ,29.0,"['since', 'last', 'update', 'let', 'log', 'password', 'reset', 'option', 'available', 'give', 'could', 'use']","['can', 't', 'since', 'last', 'update', 'and', 'now', 'it', 'won', 't', 'let', 'me', 'log', 'in', 'password', 'reset', 'option', 't', 'available', 'i', 'd', 'give', 'the', 'more', 'if', 'i', 'could', 'use', 'it']",can t sinc last updat and now it won t let me log in password reset option t avail i d give the more if i could use it,"[('can', 't'), ('t', 'since'), ('since', 'last'), ('last', 'update'), ('update', 'and'), ('and', 'now'), ('now', 'it'), ('it', 'won'), ('won', 't'), ('t', 'let'), ('let', 'me'), ('me', 'log'), ('log', 'in'), ('in', 'password'), ('password', 'reset'), ('reset', 'option'), ('option', 't'), ('t', 'available'), ('available', 'i'), ('i', 'd'), ('d', 'give'), ('give', 'the'), ('the', 'more'), ('more', 'if'), ('if', 'i'), ('i', 'could'), ('could', 'use'), ('use', 'it')]",Can  t since last update  and now it won  t let me log in  password reset option  t available  I  d give the more if I could use it ,"['MD', 'VB', 'IN', 'JJ', 'JJ', 'CC', 'RB', 'PRP', 'VBD', 'JJ', 'VB', 'PRP', 'VB', 'IN', 'NN', 'NN', 'NN', 'IN', 'JJ', 'PRP', 'VBP', 'VB', 'DT', 'JJR', 'IN', 'PRP', 'MD', 'VB', 'PRP']",2,1,0,1
138,,Michael Friedhaber,"April 21, 2019",4,MUSIC_AND_AUDIO,2019-05-01,could be easier to use,5.0,"['could', 'easier', 'use']","['could', 'be', 'easier', 'to', 'use']",could be easier to use,"[('could', 'be'), ('be', 'easier'), ('easier', 'to'), ('to', 'use')]",could be easier to use,"['MD', 'VB', 'JJR', 'TO', 'VB']",1,0,0,0
139,Duolingo: Learn Languages Free,Jon Murphy,"May 3, 2019",5,EDUCATION,2019-05-09,I this to learn for an upcoming trip  A week later  i got an in and I was able to understand much of it ,24.0,"['learn', 'upcoming', 'trip', 'week', 'later', 'got', 'able', 'understand', 'much']","['i', 'this', 'to', 'learn', 'for', 'an', 'upcoming', 'trip', 'a', 'week', 'later', 'i', 'got', 'an', 'in', 'and', 'i', 'wa', 'able', 'to', 'understand', 'much', 'of', 'it']",i thi to learn for an upcom trip a week later i got an in and i wa abl to understand much of it,"[('i', 'this'), ('this', 'to'), ('to', 'learn'), ('learn', 'for'), ('for', 'an'), ('an', 'upcoming'), ('upcoming', 'trip'), ('trip', 'a'), ('a', 'week'), ('week', 'later'), ('later', 'i'), ('i', 'got'), ('got', 'an'), ('an', 'in'), ('in', 'and'), ('and', 'i'), ('i', 'was'), ('was', 'able'), ('able', 'to'), ('to', 'understand'), ('understand', 'much'), ('much', 'of'), ('of', 'it')]",I this to learn for an upcoming trip  A week later  i got an in and I was able to understand much of it ,"['PRP', 'DT', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', 'NNP', 'NN', 'RB', 'RB', 'VBD', 'DT', 'IN', 'CC', 'PRP', 'VBD', 'JJ', 'TO', 'VB', 'RB', 'IN', 'PRP']",0,0,0,2
140,Roku,Jessica Etienne,"March 30, 2019",5,ENTERTAINMENT,2019-04-01,I love it ,3.0,['love'],"['i', 'love', 'it']",i love it,"[('i', 'love'), ('love', 'it')]",I love it ,"['PRP', 'VBP', 'PRP']",0,1,0,0
141,YouTube Music - Stream Songs & Music Videos,Deepak,"April 30, 2019",4,MUSIC_AND_AUDIO,2019-05-09,literally awesome sound quality  but it needs some work on home page  it super messy ,15.0,"['literally', 'awesome', 'sound', 'quality', 'needs', 'work', 'home', 'page', 'super', 'messy']","['literally', 'awesome', 'sound', 'quality', 'but', 'it', 'need', 'some', 'work', 'on', 'home', 'page', 'it', 'super', 'messy']",liter awesom sound qualiti but it need some work on home page it super messi,"[('literally', 'awesome'), ('awesome', 'sound'), ('sound', 'quality'), ('quality', 'but'), ('but', 'it'), ('it', 'needs'), ('needs', 'some'), ('some', 'work'), ('work', 'on'), ('on', 'home'), ('home', 'page'), ('page', 'it'), ('it', 'super'), ('super', 'messy')]",literally awesome sound quality  but it needs some work on home page  it super messy ,"['RB', 'JJ', 'JJ', 'NN', 'CC', 'PRP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'NN', 'PRP', 'VBZ', 'NN']",0,2,0,0
142,Netflix,Aman Khurana,"April 16, 2019",5,ENTERTAINMENT,2019-04-21,One of the best on the store ,7.0,"['one', 'best', 'store']","['one', 'of', 'the', 'best', 'on', 'the', 'store']",one of the best on the store,"[('one', 'of'), ('of', 'the'), ('the', 'best'), ('best', 'on'), ('on', 'the'), ('the', 'store')]",One of the best on the store ,"['CD', 'IN', 'DT', 'JJS', 'IN', 'DT', 'NN']",0,0,0,0
143,Roblox,,"March 13, 2019",5,FAMILY,2019-03-13,I just love it for some reason,7.0,"['love', 'reason']","['i', 'just', 'love', 'it', 'for', 'some', 'reason']",i just love it for some reason,"[('i', 'just'), ('just', 'love'), ('love', 'it'), ('it', 'for'), ('for', 'some'), ('some', 'reason')]",I just love it for some reason,"['PRP', 'RB', 'VB', 'PRP', 'IN', 'DT', 'NN']",0,0,0,0
144,"Hulu: Stream TV, Movies & more",Carrie Yancey,"March 20, 2019",5,ENTERTAINMENT,2019-03-24,love it all the variety of different of and,9.0,"['love', 'variety', 'different']","['love', 'it', 'all', 'the', 'variety', 'of', 'different', 'of', 'and']",love it all the varieti of differ of and,"[('love', 'it'), ('it', 'all'), ('all', 'the'), ('the', 'variety'), ('variety', 'of'), ('of', 'different'), ('different', 'of'), ('of', 'and')]",love it all the variety of different of and,"['VB', 'PRP', 'PDT', 'DT', 'NN', 'IN', 'JJ', 'IN', 'CC']",0,0,0,0
145,Amazon Alexa,Tony Jose,"December 20, 2018",1,MUSIC_AND_AUDIO,2019-03-09,can  t use this,4.0,['use'],"['can', 't', 'use', 'this']",can t use thi,"[('can', 't'), ('t', 'use'), ('use', 'this')]",can  t use this,"['MD', 'VB', 'NN', 'DT']",1,0,0,0
146,,Cynthia Cornett,"April 28, 2019",5,LIFESTYLE,2019-05-01,love this  i can locate my son anywhere ,8.0,"['love', 'locate', 'son', 'anywhere']","['love', 'this', 'i', 'can', 'locate', 'my', 'son', 'anywhere']",love thi i can locat my son anywher,"[('love', 'this'), ('this', 'i'), ('i', 'can'), ('can', 'locate'), ('locate', 'my'), ('my', 'son'), ('son', 'anywhere')]",love this  i can locate my son anywhere ,"['IN', 'DT', 'NN', 'MD', 'VB', 'PRP$', 'NN', 'RB']",1,0,0,0
147,Zelle,Joanna Thomas,"April 23, 2019",4,FINANCE,2019-05-09,I sometimes have trouble with someone the first time  but after that the is great ,15.0,"['sometimes', 'trouble', 'someone', 'first', 'time', 'great']","['i', 'sometimes', 'have', 'trouble', 'with', 'someone', 'the', 'first', 'time', 'but', 'after', 'that', 'the', 'is', 'great']",i sometim have troubl with someon the first time but after that the is great,"[('i', 'sometimes'), ('sometimes', 'have'), ('have', 'trouble'), ('trouble', 'with'), ('with', 'someone'), ('someone', 'the'), ('the', 'first'), ('first', 'time'), ('time', 'but'), ('but', 'after'), ('after', 'that'), ('that', 'the'), ('the', 'is'), ('is', 'great')]",I sometimes have trouble with someone the first time  but after that the is great ,"['PRP', 'RB', 'VBP', 'NN', 'IN', 'NN', 'DT', 'JJ', 'NN', 'CC', 'IN', 'IN', 'DT', 'VBZ', 'JJ']",0,2,0,0
148,Tomb of the Mask,Marco Lee,"April 1, 2019",2,GAME_ACTION,2019-04-21,I really the game  But It 30sec advertise so frequently that interfere with the every progress and patience,18.0,"['really', 'game', '30sec', 'advertise', 'frequently', 'interfere', 'every', 'progress', 'patience']","['i', 'really', 'the', 'game', 'but', 'it', '30sec', 'advertise', 'so', 'frequently', 'that', 'interfere', 'with', 'the', 'every', 'progress', 'and', 'patience']",i realli the game but it 30sec advertis so frequent that interfer with the everi progress and patienc,"[('i', 'really'), ('really', 'the'), ('the', 'game'), ('game', 'but'), ('but', 'it'), ('it', '30sec'), ('30sec', 'advertise'), ('advertise', 'so'), ('so', 'frequently'), ('frequently', 'that'), ('that', 'interfere'), ('interfere', 'with'), ('with', 'the'), ('the', 'every'), ('every', 'progress'), ('progress', 'and'), ('and', 'patience')]",I really the game  But It 30sec advertise so frequently that interfere with the every progress and patience,"['PRP', 'RB', 'DT', 'NN', 'CC', 'PRP', 'CD', 'NN', 'RB', 'RB', 'IN', 'RB', 'IN', 'DT', 'DT', 'NN', 'CC', 'NN']",0,0,0,0
149,Duolingo: Learn Languages Free,A Google User,"March 31, 2019",5,EDUCATION,2019-04-01,bite size great,3.0,"['bite', 'size', 'great']","['bite', 'size', 'great']",bite size great,"[('bite', 'size'), ('size', 'great')]",bite size great,"['JJ', 'NN', 'JJ']",0,0,0,0
150,Duolingo: Learn Languages Free,Pratibha Tiwari,"March 24, 2019",1,FAMILY,2019-03-24,It learn but  t show the option worthless,8.0,"['learn', 'show', 'option', 'worthless']","['it', 'learn', 'but', 't', 'show', 'the', 'option', 'worthless']",it learn but t show the option worthless,"[('it', 'learn'), ('learn', 'but'), ('but', 't'), ('t', 'show'), ('show', 'the'), ('the', 'option'), ('option', 'worthless')]",It learn but  t show the option worthless,"['PRP', 'VBZ', 'CC', 'VBZ', 'VBP', 'DT', 'NN', 'NN']",0,3,0,0
151,The PCH App,Amanda Cole,"March 11, 2019",5,LIFESTYLE,2019-04-07,They are doing a great job  I love the it is so easy to use  Its is fun to play the ,21.0,"['great', 'job', 'love', 'easy', 'use', 'fun', 'play']","['they', 'are', 'doing', 'a', 'great', 'job', 'i', 'love', 'the', 'it', 'is', 'so', 'easy', 'to', 'use', 'it', 'is', 'fun', 'to', 'play', 'the']",they are do a great job i love the it is so easi to use it is fun to play the,"[('they', 'are'), ('are', 'doing'), ('doing', 'a'), ('a', 'great'), ('great', 'job'), ('job', 'i'), ('i', 'love'), ('love', 'the'), ('the', 'it'), ('it', 'is'), ('is', 'so'), ('so', 'easy'), ('easy', 'to'), ('to', 'use'), ('use', 'its'), ('its', 'is'), ('is', 'fun'), ('fun', 'to'), ('to', 'play'), ('play', 'the')]",They are doing a great job  I love the it is so easy to use  Its is fun to play the ,"['PRP', 'VBP', 'VBG', 'DT', 'JJ', 'NN', 'PRP', 'VBP', 'DT', 'PRP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'PRP$', 'VBZ', 'NN', 'TO', 'VB', 'DT']",0,5,0,0
152,ABCmouse.com,A Google User,"May 26, 2018",5,EDUCATION,2019-05-09,It  s a good game for little to learn so much,11.0,"['good', 'game', 'little', 'learn', 'much']","['it', 's', 'a', 'good', 'game', 'for', 'little', 'to', 'learn', 'so', 'much']",it s a good game for littl to learn so much,"[('it', 's'), ('s', 'a'), ('a', 'good'), ('good', 'game'), ('game', 'for'), ('for', 'little'), ('little', 'to'), ('to', 'learn'), ('learn', 'so'), ('so', 'much')]",It  s a good game for little to learn so much,"['PRP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'TO', 'VB', 'RB', 'JJ']",0,1,0,0
153,Fresh EBT - Food Stamp Balance,Jessica Friend,"January 20, 2019",5,FINANCE,2019-03-08,it does take a good minute for to refresh  other than that not bad  no more receipts to be kept and helping save  one receipt and person at a time ,30.0,"['take', 'good', 'minute', 'refresh', 'bad', 'receipts', 'kept', 'helping', 'save', 'one', 'receipt', 'person', 'time']","['it', 'doe', 'take', 'a', 'good', 'minute', 'for', 'to', 'refresh', 'other', 'than', 'that', 'not', 'bad', 'no', 'more', 'receipt', 'to', 'be', 'kept', 'and', 'helping', 'save', 'one', 'receipt', 'and', 'person', 'at', 'a', 'time']",it doe take a good minut for to refresh other than that not bad no more receipt to be kept and help save one receipt and person at a time,"[('it', 'does'), ('does', 'take'), ('take', 'a'), ('a', 'good'), ('good', 'minute'), ('minute', 'for'), ('for', 'to'), ('to', 'refresh'), ('refresh', 'other'), ('other', 'than'), ('than', 'that'), ('that', 'not'), ('not', 'bad'), ('bad', 'no'), ('no', 'more'), ('more', 'receipts'), ('receipts', 'to'), ('to', 'be'), ('be', 'kept'), ('kept', 'and'), ('and', 'helping'), ('helping', 'save'), ('save', 'one'), ('one', 'receipt'), ('receipt', 'and'), ('and', 'person'), ('person', 'at'), ('at', 'a'), ('a', 'time')]",it does take a good minute for to refresh  other than that not bad  no more receipts to be kept and helping save  one receipt and person at a time ,"['PRP', 'VBZ', 'VB', 'DT', 'JJ', 'NN', 'IN', 'TO', 'VB', 'JJ', 'IN', 'DT', 'RB', 'JJ', 'DT', 'RBR', 'NNS', 'TO', 'VB', 'VBN', 'CC', 'VBG', 'VB', 'CD', 'NN', 'CC', 'NN', 'IN', 'DT', 'NN']",0,2,0,1
154,Fresh EBT - Food Stamp Balance,A Google User,"February 20, 2019",5,FINANCE,2019-04-21,never have had a problem,5.0,"['never', 'problem']","['never', 'have', 'had', 'a', 'problem']",never have had a problem,"[('never', 'have'), ('have', 'had'), ('had', 'a'), ('a', 'problem')]",never have had a problem,"['RB', 'VBP', 'VBD', 'DT', 'NN']",0,1,0,1
155,Duolingo: Learn Languages Free,Tavi Octavian,"April 7, 2019",1,FAMILY,2019-04-07,end this i want my back,6.0,"['end', 'want', 'back']","['end', 'this', 'i', 'want', 'my', 'back']",end thi i want my back,"[('end', 'this'), ('this', 'i'), ('i', 'want'), ('want', 'my'), ('my', 'back')]",end this i want my back,"['NN', 'DT', 'NN', 'VBP', 'PRP$', 'NN']",0,1,0,0
156,Duolingo: Learn Languages Free,Jessica Yang,"April 1, 2019",1,EDUCATION,2019-04-07,Prepare to be a lab rat and have crucial go missing,11.0,"['prepare', 'lab', 'rat', 'crucial', 'go', 'missing']","['prepare', 'to', 'be', 'a', 'lab', 'rat', 'and', 'have', 'crucial', 'go', 'missing']",prepar to be a lab rat and have crucial go miss,"[('prepare', 'to'), ('to', 'be'), ('be', 'a'), ('a', 'lab'), ('lab', 'rat'), ('rat', 'and'), ('and', 'have'), ('have', 'crucial'), ('crucial', 'go'), ('go', 'missing')]",Prepare to be a lab rat and have crucial go missing,"['VB', 'TO', 'VB', 'DT', 'JJ', 'NN', 'CC', 'VBP', 'JJ', 'VBP', 'VBG']",0,3,0,0
157,Drink Water Reminder: Water Tracker & Alarm,Kishore Cool,"April 5, 2019",5,HEALTH_AND_FITNESS,2019-04-14,excellent for summer,3.0,"['excellent', 'summer']","['excellent', 'for', 'summer']",excel for summer,"[('excellent', 'for'), ('for', 'summer')]",excellent for summer,"['NN', 'IN', 'NN']",0,0,0,0
158,STARZ,Shari DeClercq,"March 6, 2019",5,ENTERTAINMENT,2019-03-24,I am very happy with the that are on  Outlander is one of my favorite series ,16.0,"['happy', 'outlander', 'one', 'favorite', 'series']","['i', 'am', 'very', 'happy', 'with', 'the', 'that', 'are', 'on', 'outlander', 'is', 'one', 'of', 'my', 'favorite', 'series']",i am veri happi with the that are on outland is one of my favorit seri,"[('i', 'am'), ('am', 'very'), ('very', 'happy'), ('happy', 'with'), ('with', 'the'), ('the', 'that'), ('that', 'are'), ('are', 'on'), ('on', 'outlander'), ('outlander', 'is'), ('is', 'one'), ('one', 'of'), ('of', 'my'), ('my', 'favorite'), ('favorite', 'series')]",I am very happy with the that are on  Outlander is one of my favorite series ,"['PRP', 'VBP', 'RB', 'JJ', 'IN', 'DT', 'WDT', 'VBP', 'IN', 'NNP', 'VBZ', 'CD', 'IN', 'PRP$', 'JJ', 'NN']",0,3,0,0
159,,Joseph Owen,"April 17, 2019",5,FINANCE,2019-05-01,great  great advice  credit karma help me raise my credit score considerably ,12.0,"['great', 'great', 'advice', 'credit', 'karma', 'help', 'raise', 'credit', 'score', 'considerably']","['great', 'great', 'advice', 'credit', 'karma', 'help', 'me', 'raise', 'my', 'credit', 'score', 'considerably']",great great advic credit karma help me rais my credit score consider,"[('great', 'great'), ('great', 'advice'), ('advice', 'credit'), ('credit', 'karma'), ('karma', 'help'), ('help', 'me'), ('me', 'raise'), ('raise', 'my'), ('my', 'credit'), ('credit', 'score'), ('score', 'considerably')]",great  great advice  credit karma help me raise my credit score considerably ,"['JJ', 'JJ', 'NN', 'NN', 'NN', 'VB', 'PRP', 'VB', 'PRP$', 'NN', 'NN', 'RB']",0,0,0,0
